filename,width,height,class,xmin,ymin,xmax,ymax
DARK SOULS 21_02_2018 12_45_30.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_45_31.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_45_31.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_45_31.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_45_31.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_45_31.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_45_32.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_45_32.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_45_32.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_45_32.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_45_32.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_45_33.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_45_33.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_45_33.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_45_33.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_45_33.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_45_34.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_45_34.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_45_34.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_45_34.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_45_34.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_45_35.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_45_35.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_45_35.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_45_35.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_45_35.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_45_36.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_45_36.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_45_36.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_45_36.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_45_36.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_45_37.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_45_37.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_45_37.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_45_37.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_45_37.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_45_38.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_45_38.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_45_38.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_45_38.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_45_38.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_45_39.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_45_39.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_45_39.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_45_39.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_45_39.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_45_40.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_45_40.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_45_40.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_45_40.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_45_40.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_45_41.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_45_41.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_45_41.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_45_41.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_45_41.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_45_42.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_45_42.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_45_42.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_45_42.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_45_42.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_45_43.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_45_43.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_45_43.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_45_43.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_45_43.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_45_44.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_45_44.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_45_44.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_45_44.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_45_44.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_45_45.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_45_45.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_45_45.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_45_45.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_45_45.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_45_46.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_45_46.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_45_46.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_45_46.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_45_46.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_45_47.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_45_47.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_45_47.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_45_47.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_45_47.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_45_48.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_45_48.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_45_48.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_45_48.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_45_48.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_45_49.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_45_49.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_45_49.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_45_49.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_45_49.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_45_52.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_45_52.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_45_52.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_45_52.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_45_52.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_45_53.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_45_53.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_45_53.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_45_53.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_45_53.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_45_54.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_45_54.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_45_54.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_45_54.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_45_54.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_45_55.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_45_55.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_45_55.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_45_55.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_45_55.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_45_56.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_45_56.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_45_56.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_45_56.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_45_56.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_45_57.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_45_57.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_45_57.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_45_57.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_45_57.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_45_58.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_45_58.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_45_58.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_45_58.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_45_58.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_45_59.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_45_59.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_45_59.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_45_59.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_45_59.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_00.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_00.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_00.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_00.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_00.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_01.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_01.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_01.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_01.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_01.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_02.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_02.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_02.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_02.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_02.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_03.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_03.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_03.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_03.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_03.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_04.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_04.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_04.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_04.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_04.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_05.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_05.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_05.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_05.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_05.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_10.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_10.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_10.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_10.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_10.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_11.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_11.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_11.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_11.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_11.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_12.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_12.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_12.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_12.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_12.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_13.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_13.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_13.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_13.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_13.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_14.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_14.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_14.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_14.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_14.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_15.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_15.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_15.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_15.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_15.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_16.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_16.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_16.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_16.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_16.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_22.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_22.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_22.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_22.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_22.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_23.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_23.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_23.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_23.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_23.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_24.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_24.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_24.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_24.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_24.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_28.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_28.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_28.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_28.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_28.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_29.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_29.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_29.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_29.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_29.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_30.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_30.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_30.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_30.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_30.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_31.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_31.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_31.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_31.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_31.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_32.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_32.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_32.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_32.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_32.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_35.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_35.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_35.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_35.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_35.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_36.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_36.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_36.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_36.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_36.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_37.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_37.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_37.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_37.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_37.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_38.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_38.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_38.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_38.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_38.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_39.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_39.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_39.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_39.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_39.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_40.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_40.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_40.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_40.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_40.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_41.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_41.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_41.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_41.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_41.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_42.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_42.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_42.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_42.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_42.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_43.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_43.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_43.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_43.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_43.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_44.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_44.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_44.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_44.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_44.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_45.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_45.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_45.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_45.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_45.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_46.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_46.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_46.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_46.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_46.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_47.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_47.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_47.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_47.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_47.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_49.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_49.png,1024,576,health,138,58,343,71
DARK SOULS 21_02_2018 12_46_49.png,1024,576,stamina,138,74,274,88
DARK SOULS 21_02_2018 12_46_49.png,1024,576,humanity,80,45,136,102
DARK SOULS 21_02_2018 12_46_49.png,1024,576,bossHP,314,469,847,479
DARK SOULS 21_02_2018 12_46_50.png,1024,576,souls,825,506,945,536
DARK SOULS 21_02_2018 12_46_50.png,1024,576,health,138,58,343,71
